date,sales_1,sales_2,sales_3,sales_4,sales_5,sales_6,sales_7,sales_8,sales_9,sales_10,sales_11,sales_12,sales_13,sales_14,sales_15,sales_16,sales_17,sales_18,sales_19,sales_20,sales_21,sales_22,sales_23,sales_24,sales_25,sales_26,sales_27,sales_28,sales_29,sales_30,sales_31,sales_32,sales_33,sales_34,sales_35,sales_36,sales_37,sales_38,sales_39,sales_40,sales_41,sales_42,sales_43,sales_44,sales_45,sales_46,sales_47,sales_48,sales_49,sales_50
12/16/2013,15,19,20,7,7,25,23,30,22,31,28,30,41,25,47,10,19,33,18,22,13,36,11,18,42,21,11,44,38,16,21,13,23,13,30,24,13,32,22,20,13,18,25,11,32,28,13,29,14,38
12/17/2013,8,28,19,9,10,34,32,37,29,39,51,48,41,27,46,15,22,42,30,28,19,38,12,34,37,19,9,58,36,20,25,27,36,6,39,42,11,48,28,8,8,22,20,19,38,26,12,19,10,33
12/18/2013,18,38,18,8,9,27,22,32,26,38,37,33,48,34,42,11,11,42,17,24,20,41,13,27,54,29,9,43,30,17,28,20,45,13,27,34,20,40,28,17,11,21,30,17,25,28,9,22,12,36
12/19/2013,7,30,19,15,13,38,36,45,30,39,44,38,36,44,54,19,20,37,17,27,24,43,21,32,36,28,7,40,38,18,40,21,36,9,34,48,16,56,33,10,9,24,41,20,43,24,6,35,17,34
12/20/2013,13,30,23,15,10,32,37,41,41,39,45,50,39,42,57,18,22,45,26,32,19,49,13,40,52,24,12,45,42,20,34,25,50,15,39,41,21,51,25,17,13,23,27,18,53,38,14,14,20,38
12/21/2013,11,38,23,12,18,51,38,42,32,46,49,49,46,49,63,19,22,48,14,30,30,61,24,37,56,27,11,53,42,22,47,28,47,13,38,51,28,51,26,11,15,25,30,18,56,43,20,30,21,48
12/22/2013,9,37,33,13,17,37,47,49,33,46,53,41,63,41,54,23,18,59,31,34,30,50,29,46,51,36,15,58,50,22,41,34,51,25,58,49,20,49,32,18,14,22,36,13,64,42,19,35,18,41
12/23/2013,8,29,18,9,12,18,14,34,29,32,33,37,49,22,35,12,14,41,17,16,11,33,5,35,37,19,9,41,28,17,21,30,30,11,33,27,14,34,15,16,12,12,24,18,35,30,9,28,9,19
12/24/2013,17,24,19,14,12,27,34,33,21,45,38,45,51,25,47,12,17,45,12,27,23,38,13,30,38,30,7,50,50,25,33,26,37,14,41,37,12,45,19,15,10,16,31,11,40,33,9,22,14,35
12/25/2013,6,38,27,10,5,38,35,46,27,48,35,35,60,39,52,20,23,54,30,31,12,42,15,35,35,20,18,47,29,25,37,24,36,13,39,36,10,38,18,10,15,16,25,9,48,26,12,27,10,39
12/26/2013,16,48,15,15,12,39,28,56,21,27,38,36,41,26,49,11,20,41,28,18,30,40,13,41,48,34,16,58,46,23,36,27,46,14,43,42,11,51,30,13,13,14,28,13,53,40,10,30,16,41
12/27/2013,18,40,19,11,11,36,30,43,35,39,30,45,61,40,50,13,15,46,21,31,22,35,14,43,52,29,11,54,39,29,27,32,43,11,43,46,14,42,36,18,8,25,30,17,42,24,16,34,16,41
12/28/2013,17,32,17,22,10,31,31,47,46,34,44,44,37,42,48,17,21,55,28,41,33,47,12,38,52,22,15,46,58,13,42,25,41,13,47,45,18,49,29,20,20,21,27,18,54,49,14,34,11,45
12/29/2013,14,46,23,21,14,45,43,48,30,43,62,44,67,40,59,15,24,58,25,31,17,57,15,34,54,26,20,72,49,25,33,27,48,15,48,48,20,50,23,23,18,25,25,22,54,39,12,35,22,42
12/30/2013,5,28,14,13,9,24,20,31,30,34,30,43,31,37,43,11,16,31,22,17,17,39,12,31,38,18,1,39,25,23,18,19,35,15,29,35,21,34,23,16,6,19,28,14,39,24,10,20,10,34
12/31/2013,15,30,18,9,6,36,35,35,31,47,43,33,51,29,47,10,11,52,27,13,14,42,16,35,40,22,19,48,36,21,24,17,47,15,31,27,11,43,15,15,13,14,24,17,41,30,8,23,15,30
1/1/2014,9,33,21,9,6,30,37,36,19,33,35,38,41,26,48,10,23,56,20,27,15,34,24,29,43,31,12,45,42,20,25,21,32,15,43,43,13,44,21,14,9,22,33,11,40,47,13,25,17,26
1/2/2014,14,37,24,7,6,41,39,46,28,45,47,48,41,29,55,15,17,42,18,30,28,54,14,38,41,30,9,49,53,27,40,20,41,17,46,50,19,51,27,15,11,24,18,13,43,43,19,35,17,38
1/3/2014,11,52,20,10,9,41,39,34,26,49,40,38,43,28,57,6,19,52,30,26,25,51,19,41,47,24,14,63,55,15,29,22,48,19,31,50,12,48,27,12,15,20,25,16,48,45,13,42,14,49
1/4/2014,20,33,19,14,11,37,43,52,31,52,54,50,55,43,58,21,22,61,22,22,29,45,19,33,59,33,18,68,35,22,30,20,45,16,37,53,17,48,33,26,14,18,40,17,46,40,19,34,18,40
1/5/2014,17,49,24,14,13,47,53,57,28,57,60,49,57,34,59,17,27,59,29,29,25,77,27,42,62,41,15,67,57,28,44,23,48,17,57,57,16,72,15,31,17,21,33,29,76,38,14,36,24,58
1/6/2014,14,29,15,14,7,31,25,36,21,35,27,31,32,27,36,6,17,46,15,22,13,43,11,25,35,14,8,40,37,21,23,14,42,11,29,34,12,34,16,20,8,17,35,15,31,24,6,32,12,31
1/7/2014,11,46,20,9,12,37,35,47,28,45,41,41,54,28,46,11,18,34,31,19,16,47,16,36,50,26,8,45,34,21,33,30,42,11,31,42,13,53,20,16,15,19,34,15,42,42,7,30,11,26
1/8/2014,12,35,22,10,11,34,34,49,24,40,55,42,39,32,45,14,25,53,28,20,20,46,15,44,61,29,11,53,34,22,33,27,42,15,27,36,19,37,20,17,13,24,23,14,30,28,10,33,16,37
1/9/2014,17,44,25,13,10,31,26,58,27,46,49,41,51,33,51,18,26,34,28,33,27,54,17,37,49,26,15,54,34,17,43,33,46,19,36,52,20,41,26,23,12,19,34,21,39,36,13,39,15,41
1/10/2014,12,41,27,14,8,35,39,57,29,47,39,42,66,41,51,13,20,64,20,29,31,36,23,41,48,27,16,50,54,29,31,28,44,15,39,52,21,49,25,13,16,23,37,23,50,29,13,30,18,37
1/11/2014,17,39,24,21,12,45,41,54,36,52,42,30,42,37,50,21,10,61,29,28,24,54,21,47,44,45,20,55,48,25,39,31,45,13,41,57,18,63,23,13,11,23,39,25,38,46,14,30,27,53
1/12/2014,12,34,24,15,10,38,48,64,34,41,42,50,52,36,50,19,34,62,33,26,20,64,17,49,56,41,19,64,42,28,49,21,63,19,51,61,22,52,26,20,11,29,37,15,58,40,15,32,21,40
1/13/2014,12,22,24,4,10,32,24,38,19,29,38,34,41,25,51,21,16,39,22,27,14,33,7,27,40,16,6,34,37,20,29,24,41,15,30,39,12,32,27,16,8,17,16,15,38,24,8,13,11,40
1/14/2014,17,34,19,9,10,27,34,49,24,31,32,45,57,30,59,14,18,38,24,22,15,48,24,41,51,26,13,58,39,19,22,27,46,17,20,55,14,49,17,11,13,28,27,18,46,27,20,31,19,50
1/15/2014,17,33,14,18,8,26,28,44,29,38,34,33,46,33,44,12,20,45,15,34,25,43,19,36,41,21,8,42,37,16,29,19,42,12,47,36,13,38,30,17,8,23,24,16,39,25,7,25,12,41
1/16/2014,15,33,22,8,10,26,29,53,29,50,54,27,59,38,42,22,15,54,20,29,19,45,11,45,50,29,9,51,57,25,37,23,46,10,30,44,18,49,30,14,10,27,29,14,45,36,14,33,16,34
1/17/2014,18,31,20,11,7,31,40,49,25,49,42,33,50,32,46,21,27,54,33,28,24,47,23,48,45,33,17,63,41,28,50,29,39,20,53,51,21,52,26,23,5,20,32,23,43,36,22,34,10,37
1/18/2014,15,52,29,15,12,40,39,56,32,59,43,46,62,27,43,21,13,63,26,31,25,59,18,42,64,40,20,78,40,19,44,32,49,12,44,41,15,44,39,15,9,28,37,17,46,33,14,32,19,39
1/19/2014,12,41,21,17,9,41,36,43,45,50,67,54,63,46,51,19,26,59,21,27,35,59,19,50,56,37,13,67,42,31,43,30,43,15,51,39,20,65,39,12,15,27,36,22,49,57,14,40,20,59
1/20/2014,6,28,21,10,9,22,39,35,19,29,40,39,40,21,35,16,11,46,19,28,22,43,13,32,37,12,15,38,40,28,33,14,34,10,24,43,18,39,21,10,13,23,18,10,34,25,6,28,8,34
1/21/2014,7,25,19,12,10,20,34,40,28,40,35,43,38,26,40,12,19,48,19,23,26,36,16,36,56,22,11,52,45,20,43,27,37,13,42,40,17,45,19,16,7,21,25,12,39,21,6,28,18,35
1/22/2014,21,35,20,10,11,36,27,35,32,42,35,32,51,28,44,12,21,40,19,24,23,41,22,34,36,25,19,52,36,16,29,29,32,17,36,40,19,48,29,14,9,21,26,19,46,28,17,37,23,35
1/23/2014,18,34,22,6,13,37,35,45,27,46,45,50,55,37,52,14,17,46,31,29,15,62,17,29,60,34,19,51,42,33,30,20,23,10,37,36,20,38,21,15,15,19,25,24,43,24,14,28,12,32
1/24/2014,18,42,22,18,14,42,35,37,37,50,40,51,50,37,56,8,30,60,20,26,25,60,14,49,57,29,15,57,51,29,34,23,40,14,38,42,15,49,32,16,14,20,28,21,37,44,10,45,17,36
1/25/2014,21,27,17,11,8,29,31,49,33,39,48,57,69,35,62,17,30,57,25,31,26,56,21,48,48,42,11,66,53,27,35,24,50,12,37,43,14,65,33,23,17,27,33,21,58,53,15,35,13,31
1/26/2014,16,43,24,15,24,40,41,54,34,54,47,62,44,34,74,13,22,61,24,28,19,66,18,43,54,45,16,60,44,32,43,32,44,27,44,60,17,61,22,17,16,31,34,18,59,53,14,36,16,56
1/27/2014,8,19,14,11,13,27,24,41,26,31,33,37,41,27,52,9,12,32,24,18,17,33,10,34,29,18,14,42,36,16,41,30,28,8,31,31,13,19,13,22,7,14,27,7,39,26,9,28,20,25
1/28/2014,6,39,31,7,8,39,24,33,28,46,31,49,47,32,30,7,17,43,18,33,21,54,18,38,53,38,8,46,33,20,39,22,30,11,29,46,20,45,29,14,12,19,28,15,36,40,8,21,17,33
1/29/2014,13,29,17,7,16,26,28,39,32,42,41,33,56,38,67,13,24,39,13,26,22,50,25,37,46,28,13,56,31,16,30,19,46,11,42,34,16,47,29,19,5,28,33,20,31,25,12,28,16,41
1/30/2014,11,37,16,17,8,26,36,34,35,57,29,39,39,30,60,12,16,50,32,25,11,34,14,46,55,29,9,52,37,18,33,35,33,13,31,52,21,49,27,21,12,21,25,16,52,39,13,22,20,47
1/31/2014,18,40,17,10,15,28,33,38,42,51,51,45,57,40,42,12,20,51,22,29,28,47,23,30,47,32,14,62,35,27,41,19,47,24,47,51,14,49,27,18,9,25,21,17,51,50,18,37,20,48
2/1/2014,13,43,27,24,9,43,50,68,42,67,48,53,59,46,66,20,21,61,19,32,21,50,20,51,59,33,10,61,57,29,47,28,47,15,51,54,15,48,41,22,17,30,33,30,57,37,13,44,11,48
2/2/2014,16,51,28,15,13,55,41,53,41,65,42,48,58,40,77,18,23,50,36,35,27,66,23,51,56,41,22,79,39,32,48,26,62,21,70,59,26,59,26,22,21,27,43,25,58,42,14,43,24,53
2/3/2014,10,24,13,13,12,41,24,35,30,30,42,37,50,29,40,7,18,40,18,23,18,46,16,39,40,23,16,57,35,16,24,31,47,19,25,40,17,43,29,18,10,19,35,11,46,33,12,33,15,33
2/4/2014,9,27,22,19,10,41,29,52,30,43,45,42,46,37,54,24,28,52,21,21,22,49,15,54,40,26,17,62,42,26,27,34,41,14,33,49,22,43,21,18,12,20,27,14,49,38,16,30,13,41
2/5/2014,21,40,25,14,10,32,40,57,31,41,42,35,50,33,71,16,24,53,22,25,20,47,9,40,51,33,7,63,44,29,29,22,31,14,30,35,14,57,30,17,11,30,38,15,50,34,9,41,13,44
2/6/2014,17,43,23,12,5,34,38,59,29,42,47,46,43,48,55,19,23,55,26,36,22,52,18,42,47,33,10,58,53,41,35,37,43,12,43,52,24,43,23,23,17,32,48,18,55,36,13,38,26,39
2/7/2014,15,46,38,15,17,44,32,53,39,55,52,32,38,45,54,13,28,57,30,27,25,60,23,49,55,41,18,48,43,20,42,32,48,10,46,52,23,51,33,12,12,23,31,24,65,33,13,37,18,41
2/8/2014,15,43,33,13,7,39,52,84,48,50,48,55,53,59,76,21,30,60,33,29,36,45,26,52,57,32,26,64,55,38,47,34,48,15,59,52,14,68,38,18,19,22,31,25,63,51,21,27,14,53
2/9/2014,18,41,34,19,11,51,52,56,34,61,50,54,75,42,75,22,26,60,39,34,38,60,20,53,63,33,15,70,50,32,51,37,50,23,50,56,21,56,34,22,17,26,41,17,63,42,21,38,20,51
2/10/2014,10,35,27,8,10,19,27,24,14,29,33,42,42,36,48,18,24,33,30,27,17,43,12,33,32,19,8,49,33,13,31,24,39,14,29,43,18,30,22,14,10,21,39,19,44,36,13,30,14,32
2/11/2014,10,30,19,13,10,38,43,44,31,44,44,37,47,43,65,11,19,51,29,26,25,56,21,31,45,36,10,46,46,31,29,36,45,17,44,43,23,39,24,18,9,17,29,25,36,27,12,27,12,44
2/12/2014,9,43,21,6,11,27,21,44,36,52,48,49,49,50,59,17,28,52,29,28,21,38,11,37,57,27,19,44,43,23,29,21,47,10,42,45,17,58,32,11,11,23,28,20,39,39,12,33,21,47
2/13/2014,22,40,26,17,10,40,48,58,36,49,62,49,49,36,54,24,18,45,23,26,25,52,7,38,64,37,19,54,35,21,27,27,52,14,50,34,20,54,33,18,20,22,35,21,52,39,10,34,22,38
2/14/2014,20,41,25,24,10,48,40,48,34,62,50,46,63,38,70,20,27,58,24,27,32,49,22,45,59,33,11,54,52,24,39,43,44,14,43,59,18,54,27,21,14,28,35,15,48,52,15,36,22,50
2/15/2014,20,44,26,19,13,48,44,60,33,52,43,52,65,50,70,18,27,55,38,37,41,66,21,45,63,27,12,72,50,34,47,28,62,18,48,45,22,65,34,24,23,24,36,29,55,39,19,42,17,36
2/16/2014,13,48,28,20,15,36,29,73,36,58,57,43,74,39,64,23,24,55,25,43,35,65,16,47,55,34,11,75,60,42,40,40,55,16,68,62,28,67,35,25,8,26,35,20,57,49,11,51,30,58
2/17/2014,11,37,17,14,10,34,21,32,24,38,33,34,54,31,61,12,17,43,18,26,25,37,14,33,41,25,9,43,40,16,23,29,37,9,51,46,16,39,19,16,15,31,25,11,30,34,6,31,13,37
2/18/2014,11,42,25,18,6,37,28,53,35,41,48,43,70,41,47,20,15,48,30,39,22,53,16,35,51,27,11,58,34,24,22,29,42,13,43,43,24,46,21,10,18,19,29,18,52,24,19,21,21,40
2/19/2014,16,28,18,14,7,44,35,44,38,45,43,43,48,34,62,15,16,51,21,33,26,54,13,43,43,30,10,46,36,19,30,24,49,24,35,39,10,34,23,25,13,26,28,24,47,39,17,43,12,39
2/20/2014,19,46,27,17,11,38,37,70,41,54,34,37,63,48,55,13,24,69,36,31,24,53,19,35,46,25,15,49,44,22,41,25,34,20,44,51,17,42,25,26,4,26,40,17,43,43,19,29,11,45
2/21/2014,16,35,21,15,14,36,34,50,42,49,56,39,42,42,54,16,18,43,38,34,28,61,19,54,52,39,12,63,39,36,42,21,54,18,41,45,20,49,25,22,14,25,35,23,56,52,15,38,18,45
2/22/2014,17,42,26,15,14,36,38,61,25,51,51,53,63,57,66,24,19,68,29,36,33,70,16,52,55,32,13,72,55,33,45,26,51,16,55,62,16,52,35,20,19,23,40,21,61,34,13,41,21,45
2/23/2014,13,47,24,19,19,44,38,66,38,53,53,55,64,35,66,30,28,65,22,35,36,54,28,58,69,42,17,48,61,37,47,26,65,23,61,77,26,68,30,30,11,30,54,25,72,52,26,50,22,45
2/24/2014,7,39,22,16,11,27,27,32,26,39,35,39,42,31,42,13,10,34,19,20,18,32,11,45,47,24,13,48,45,20,27,14,31,15,33,33,17,47,25,19,11,20,30,15,34,33,12,19,18,37
2/25/2014,14,36,20,9,12,39,26,32,28,40,36,37,73,36,51,11,10,39,16,28,25,60,14,46,44,33,13,55,40,28,26,27,38,15,51,41,19,53,32,19,15,28,27,17,54,33,17,39,18,37
2/26/2014,17,44,25,10,10,31,27,46,26,46,42,42,54,29,53,14,16,51,20,26,23,61,20,32,42,28,11,58,36,31,34,32,49,19,33,44,20,49,22,18,18,30,39,16,50,44,17,34,9,41
2/27/2014,10,47,15,9,14,38,43,47,27,55,46,53,38,36,52,14,19,64,28,36,16,54,14,44,52,40,20,53,47,29,36,31,47,21,40,41,31,40,23,23,6,24,33,18,37,52,12,39,17,43
2/28/2014,16,53,19,8,13,49,40,59,33,61,57,57,55,41,54,21,19,71,22,32,20,44,9,51,52,21,15,47,53,32,38,25,46,19,45,52,23,39,27,22,19,28,39,13,64,37,11,39,18,49
3/1/2014,20,45,29,19,16,59,54,77,55,50,49,57,72,66,74,22,34,77,22,43,33,60,21,52,84,58,15,77,67,34,43,42,71,19,60,62,25,76,32,17,20,43,47,22,65,34,22,46,20,64
3/2/2014,15,60,36,22,16,52,63,80,51,80,71,55,85,59,78,20,24,86,26,45,44,71,23,48,73,44,17,74,63,43,45,41,58,27,61,78,26,75,33,27,13,35,48,35,80,58,18,56,37,58
3/3/2014,12,44,28,14,13,37,33,39,34,47,37,40,44,33,62,15,16,69,27,30,31,45,28,43,54,31,15,46,46,21,40,27,39,21,48,54,15,46,25,16,16,25,37,17,49,37,10,33,21,40
3/4/2014,11,38,20,19,10,43,53,51,46,53,63,50,65,56,54,17,18,63,37,42,34,52,26,40,56,34,13,61,48,28,42,39,44,26,49,62,20,72,40,22,16,21,51,21,69,43,15,40,22,49
3/5/2014,18,38,18,15,14,43,44,46,40,59,48,61,58,43,74,16,23,65,24,33,27,70,22,52,64,44,13,74,58,30,49,25,62,15,37,67,25,46,33,16,16,27,36,22,46,41,13,44,16,49
3/6/2014,19,46,23,14,17,44,41,60,39,51,60,50,66,48,63,17,21,61,35,37,22,58,25,61,64,31,17,72,45,35,51,29,61,19,59,58,25,55,34,20,14,29,37,26,52,40,18,43,18,53
3/7/2014,21,45,31,15,19,53,46,72,46,58,73,63,59,45,73,16,34,59,45,39,27,70,30,57,69,31,20,65,60,32,55,43,60,21,58,70,26,59,35,30,13,30,43,33,65,52,10,58,31,60
3/8/2014,14,49,32,15,7,52,43,63,40,58,69,70,81,54,83,21,27,78,37,42,35,76,25,64,66,36,21,70,53,40,56,32,69,16,61,60,33,73,35,23,19,36,44,32,71,54,22,46,26,68
3/9/2014,21,57,33,14,13,57,53,80,38,71,77,64,81,70,101,25,31,83,22,57,33,87,34,68,73,43,25,91,70,35,56,41,49,22,72,71,28,79,44,21,25,32,41,30,89,55,20,50,26,56
3/10/2014,13,44,17,15,10,38,25,41,35,38,43,51,62,42,52,16,17,60,30,21,24,49,25,44,47,32,8,44,40,18,30,26,47,12,41,50,12,45,25,13,10,27,34,19,45,36,15,41,14,45
3/11/2014,14,36,26,16,9,36,43,80,45,60,51,50,61,45,55,17,33,50,33,36,32,56,22,56,53,29,19,58,57,32,44,35,42,17,43,53,22,46,37,24,17,28,29,22,62,36,20,26,26,39
3/12/2014,24,42,25,16,18,49,40,50,39,52,49,42,67,49,77,17,27,70,32,29,35,73,26,46,57,25,21,54,52,23,29,33,50,14,49,57,16,61,27,14,25,24,29,18,45,38,16,36,16,43
3/13/2014,17,43,32,20,20,49,42,55,47,66,53,53,62,40,72,20,19,66,28,36,23,76,26,67,57,28,21,61,50,29,56,36,53,20,53,52,28,66,32,27,13,30,39,31,59,39,21,41,27,44
3/14/2014,16,52,30,15,19,47,51,51,42,62,65,67,68,41,64,24,23,69,29,34,20,70,23,56,43,32,27,71,47,36,60,38,61,21,48,60,20,54,34,25,17,27,44,17,63,60,19,41,29,55
3/15/2014,22,55,33,27,17,54,42,63,36,54,79,53,86,47,78,28,35,72,44,30,39,63,33,49,82,36,21,63,65,45,53,32,62,14,64,69,29,74,36,21,20,29,55,46,55,49,31,47,20,61
3/16/2014,31,53,32,13,18,51,50,48,38,68,64,57,78,72,84,24,23,74,52,41,37,77,25,71,66,45,14,67,65,47,54,38,70,20,64,81,21,73,45,23,14,29,61,19,82,52,25,47,31,71
3/17/2014,19,33,27,20,19,38,25,44,39,50,41,43,51,29,51,14,21,51,23,37,30,53,22,38,54,23,15,62,42,29,38,24,39,12,53,50,14,46,25,13,17,25,36,12,50,35,8,28,17,34
3/18/2014,17,47,19,9,14,43,39,63,34,47,53,51,62,36,67,18,25,60,30,48,28,75,28,53,61,44,15,60,58,28,43,22,66,27,43,52,27,57,27,16,24,27,38,28,60,37,16,35,23,48
3/19/2014,24,47,30,20,19,46,40,48,33,54,65,48,59,45,52,16,15,62,29,41,19,62,18,45,50,41,15,85,58,29,50,23,45,16,62,67,18,64,30,26,16,30,31,28,58,40,13,38,20,62
3/20/2014,21,36,26,20,13,38,57,63,48,58,59,57,69,51,57,28,26,67,30,27,32,53,26,38,65,36,18,54,49,33,42,36,57,23,52,54,24,52,34,22,19,30,41,26,47,50,9,38,19,42
3/21/2014,18,50,30,20,12,53,51,55,36,50,63,68,59,45,76,32,28,61,39,35,35,67,25,55,59,52,20,83,58,33,46,33,62,24,55,56,26,72,31,18,17,30,39,36,67,52,20,45,28,56
3/22/2014,20,46,33,15,16,50,58,66,54,72,66,56,75,60,81,22,38,64,34,37,32,63,25,53,74,44,20,69,66,39,47,42,60,24,57,74,26,64,29,20,20,33,39,20,72,55,27,35,20,61
3/23/2014,25,44,25,16,15,61,39,63,50,66,70,66,83,50,95,22,34,82,33,36,46,71,28,65,72,37,27,90,67,35,56,37,77,28,60,83,30,68,33,31,21,40,54,28,95,48,15,44,27,57
3/24/2014,4,28,23,18,14,37,37,56,37,47,39,45,49,49,56,15,21,43,28,30,25,42,21,46,50,29,14,52,48,26,27,21,49,19,42,44,15,56,27,16,15,21,32,22,56,44,9,31,19,37
3/25/2014,15,38,24,13,12,41,38,67,35,54,45,51,67,29,61,30,22,57,26,36,21,69,18,37,64,39,17,71,42,20,35,32,51,22,61,55,22,60,32,20,22,13,28,29,48,44,22,34,14,38
3/26/2014,17,44,23,18,15,39,38,53,42,58,39,53,52,50,61,15,26,61,29,42,31,55,32,47,72,37,13,73,54,32,39,37,41,20,41,52,22,54,34,20,17,27,43,22,60,49,17,43,30,51
3/27/2014,17,41,36,20,23,46,39,62,33,58,49,60,57,42,64,20,20,54,29,38,26,51,24,60,67,37,18,60,55,39,52,36,58,20,44,56,25,64,29,25,20,26,35,15,62,42,26,54,29,43
3/28/2014,16,43,35,19,13,49,49,65,35,61,60,68,53,50,64,13,29,85,37,44,37,68,22,46,58,36,17,61,53,27,57,33,55,29,51,67,17,67,28,27,15,41,50,29,60,52,15,44,26,60
3/29/2014,18,49,37,22,20,53,50,55,42,46,68,65,82,50,63,23,34,74,35,34,39,81,23,45,69,36,20,84,50,43,54,46,67,17,74,65,22,76,35,32,18,34,60,30,65,38,17,45,36,52
3/30/2014,15,70,47,18,20,65,44,67,47,70,64,63,84,55,83,29,31,68,38,56,29,74,35,53,75,57,16,76,67,36,52,32,65,19,56,72,22,76,46,19,18,31,41,31,64,48,31,60,26,50
3/31/2014,15,43,25,7,11,37,36,49,31,49,53,34,53,37,43,18,21,59,20,28,28,64,18,43,57,42,18,49,38,28,27,27,62,16,48,44,25,49,27,15,12,20,29,13,46,32,18,31,20,23
4/1/2014,19,51,27,22,18,44,42,62,45,65,66,74,75,45,83,21,25,67,33,40,47,66,25,49,52,38,29,66,46,41,50,43,50,22,50,62,28,66,36,23,25,28,39,23,64,51,19,46,22,48
4/2/2014,11,48,40,24,19,63,52,73,44,46,51,51,63,44,57,25,21,79,36,35,34,79,24,44,64,44,15,75,42,25,59,27,55,27,61,67,22,69,29,31,25,30,40,19,76,56,17,41,16,59
4/3/2014,16,48,34,22,19,43,66,71,41,63,65,59,80,66,76,23,18,72,35,50,37,67,22,68,88,38,25,91,64,35,56,44,70,19,68,64,22,84,39,21,16,31,43,26,72,57,28,45,25,62
4/4/2014,17,65,40,24,18,71,47,69,52,52,72,66,81,55,69,26,35,71,34,58,39,82,26,64,79,49,25,93,73,49,54,38,62,25,69,70,23,90,39,33,12,34,44,31,64,59,18,40,19,61
4/5/2014,21,47,35,38,13,66,76,89,43,75,81,77,94,68,88,31,34,83,31,50,41,72,25,60,85,48,25,82,64,44,50,52,64,31,77,92,32,95,45,30,20,46,50,30,72,64,16,43,24,59
4/6/2014,26,74,30,23,23,78,70,79,60,89,80,79,97,63,89,31,31,102,37,63,34,94,34,71,85,51,34,103,73,41,76,59,73,30,63,82,41,82,43,29,23,43,46,42,82,70,21,63,39,87
4/7/2014,19,30,33,20,9,58,38,58,44,59,53,54,66,40,70,21,28,68,22,31,22,52,20,54,48,34,13,59,55,17,50,26,43,18,60,48,16,62,22,24,23,22,41,16,67,44,24,41,24,46
4/8/2014,19,61,32,12,22,45,35,63,52,55,61,63,54,65,75,16,22,57,25,49,32,65,15,63,66,35,22,64,59,29,40,33,57,19,53,77,18,66,37,24,14,31,32,32,68,43,15,46,27,70
4/9/2014,20,45,31,23,20,43,47,61,36,66,46,57,74,64,74,12,25,64,31,37,33,75,28,49,60,40,21,65,59,27,47,32,55,16,51,82,25,70,42,30,26,27,43,26,65,45,19,41,17,58
4/10/2014,18,60,26,18,15,58,61,72,44,65,61,67,75,61,80,32,32,64,36,42,36,79,37,55,74,44,21,73,66,41,62,42,65,34,70,79,28,88,56,14,14,35,49,25,74,40,23,39,28,53
4/11/2014,23,68,31,32,25,54,56,86,43,84,69,67,76,50,87,35,28,75,39,37,41,86,18,55,85,54,21,85,61,37,49,45,67,33,48,80,31,76,43,25,16,32,45,19,69,68,19,51,18,62
4/12/2014,19,73,28,17,20,61,67,89,62,64,79,66,89,63,104,26,32,86,45,55,44,90,30,67,102,59,21,95,82,41,51,44,58,24,72,82,30,72,50,29,31,48,56,30,90,46,24,43,30,68
4/13/2014,22,73,36,26,19,57,67,98,59,87,75,72,79,64,113,23,44,96,34,48,43,80,40,74,112,54,15,106,56,42,55,55,80,38,56,86,31,79,49,26,26,38,37,29,86,69,30,44,29,76
4/14/2014,20,47,26,8,12,33,45,62,38,43,66,57,53,31,54,15,22,67,37,43,31,47,33,60,59,37,11,70,39,31,48,28,55,20,52,52,25,61,34,22,17,28,42,27,60,51,13,38,37,48
4/15/2014,22,42,26,11,17,70,38,49,36,63,52,61,62,44,75,26,33,64,29,28,38,84,19,72,63,38,23,70,58,28,48,45,64,29,52,58,21,57,45,29,21,35,43,21,63,53,14,43,21,56
4/16/2014,20,52,25,25,15,56,50,54,44,57,53,58,71,37,77,19,30,71,44,29,28,83,18,48,56,52,20,70,60,34,46,40,58,27,57,64,14,63,33,28,16,23,50,28,59,46,19,38,19,41
4/17/2014,18,41,39,20,18,53,48,66,52,69,63,62,76,56,67,21,44,75,43,51,37,76,25,58,77,41,16,83,62,27,57,38,72,21,63,78,28,76,43,27,12,39,49,33,53,56,19,48,24,77
4/18/2014,20,50,37,17,21,54,47,68,43,68,71,94,71,63,74,30,30,86,48,49,39,65,27,65,86,46,17,89,72,33,56,52,53,22,66,76,23,77,47,20,14,33,45,28,85,47,19,53,24,67
4/19/2014,22,63,35,27,19,52,65,79,48,80,85,71,103,50,75,40,24,65,38,38,41,77,35,62,76,50,27,95,68,53,67,38,75,30,74,102,29,103,45,34,25,30,60,27,84,83,19,61,25,66
4/20/2014,22,87,46,29,14,51,63,76,46,71,86,78,78,58,100,28,42,105,33,64,62,96,33,71,75,55,21,97,75,44,66,50,78,37,73,82,31,92,48,30,35,40,54,26,93,65,20,45,35,79
4/21/2014,17,36,37,13,13,37,40,57,43,61,43,39,56,49,72,15,23,55,30,36,24,62,23,44,64,27,22,65,51,25,38,38,52,15,33,41,22,59,25,19,14,21,38,24,63,46,11,36,21,49
4/22/2014,12,59,30,23,15,40,52,74,40,66,42,60,65,66,78,21,35,68,44,36,33,77,19,61,67,47,21,91,61,30,49,36,66,19,53,71,30,57,26,29,23,26,47,33,73,45,16,40,26,61
